collection,split,file_stem,model_family,n_configs,node_count,edge_count,edge_per_node
tile:xla,train,mlperf_nmt_batch_8_33676ea74f557f9,mlperf,629,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_33a2ffa0b5fb260a,mlperf,62,29,31,1.0689655172413792
tile:xla,train,mlperf_nmt_batch_8_359f0bbe628fbd30,mlperf,883,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_377ac9b426dbe017,mlperf,101,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_8_37b406a454aad8c9,mlperf,886,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_8_38a18c1789e17a81,mlperf,425,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_38c1fd975f60e8ae,mlperf,689,15,14,0.9333333333333333
tile:xla,train,mlperf_nmt_batch_8_3991c6df55cc0cbc,mlperf,879,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_8_3999ce0dfd99a149,mlperf,235,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_39b8797b25f9af1c,mlperf,526,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_8_3a1354b1893b235c,mlperf,526,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_3c661cd86e5cff3b,mlperf,1138,33,32,0.9696969696969697
tile:xla,train,mlperf_nmt_batch_8_3ce3f39afd9a3686,mlperf,305,28,28,1.0
tile:xla,train,mlperf_nmt_batch_8_3d2a728be6b72929,mlperf,689,19,18,0.9473684210526315
tile:xla,train,mlperf_nmt_batch_8_3e6b281b007c7e98,mlperf,73,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_8_3ec55fe44bd205be,mlperf,75,11,10,0.9090909090909091
tile:xla,train,mlperf_nmt_batch_8_3ec8e984404453de,mlperf,753,22,22,1.0
tile:xla,train,mlperf_nmt_batch_8_3ffe263caa700878,mlperf,99,7,6,0.8571428571428571
tile:xla,train,mlperf_nmt_batch_8_415f3920899a3089,mlperf,578,25,25,1.0
tile:xla,train,mlperf_nmt_batch_8_418fbeddaf535317,mlperf,879,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_8_41ac840f48d8ebc7,mlperf,622,27,27,1.0
tile:xla,train,mlperf_nmt_batch_8_4267d918d3a352e2,mlperf,579,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_43a6e082dbe69eef,mlperf,62,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_8_476d40387e527011,mlperf,528,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_47ce46b080b969a0,mlperf,577,18,17,0.9444444444444444
tile:xla,train,mlperf_nmt_batch_8_485c59a123ff54b4,mlperf,1020,44,44,1.0
tile:xla,train,mlperf_nmt_batch_8_4895af6b8c463345,mlperf,680,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_491c149beb36c7ae,mlperf,680,25,25,1.0
tile:xla,train,mlperf_nmt_batch_8_496d520844a6a5b9,mlperf,249,9,8,0.8888888888888888
tile:xla,train,mlperf_nmt_batch_8_4a344dac5561baf2,mlperf,132,32,36,1.125
tile:xla,train,mlperf_nmt_batch_8_4a623b4ae3ddd62b,mlperf,629,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_4ae4a1ffbd0690ba,mlperf,425,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_4c840ca10d4d16fa,mlperf,1529,33,32,0.9696969696969697
tile:xla,train,mlperf_nmt_batch_8_4ead24d815f222f9,mlperf,1402,44,44,1.0
tile:xla,train,mlperf_nmt_batch_8_513dfbb06a7399d6,mlperf,814,27,27,1.0
tile:xla,train,mlperf_nmt_batch_8_5260fa3da65a747,mlperf,477,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_54d0019423739411,mlperf,6,42,47,1.119047619047619
tile:xla,train,mlperf_nmt_batch_8_551d960cc4582c44,mlperf,679,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_5a0dc174038bb912,mlperf,97,32,36,1.125
tile:xla,train,mlperf_nmt_batch_8_5c8648a36579a02c,mlperf,1120,44,44,1.0
tile:xla,train,mlperf_nmt_batch_8_5df0ba2eed4750a8,mlperf,476,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_5ed8831e35d80a03,mlperf,237,32,36,1.125
tile:xla,train,mlperf_nmt_batch_8_6587d85070304e10,mlperf,477,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_6688671298af570d,mlperf,557,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_8_6708d655ed0f6615,mlperf,579,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_69d4563e18bee424,mlperf,578,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_6a1f875e6b2c6b61,mlperf,528,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_6bf547e98765d945,mlperf,477,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_6c16ec4a16d624e0,mlperf,622,36,37,1.0277777777777777
tile:xla,train,mlperf_nmt_batch_8_6d75a62369131669,mlperf,629,16,15,0.9375
tile:xla,train,mlperf_nmt_batch_8_6f8d70b2eac5c428,mlperf,335,12,11,0.9166666666666666
tile:xla,train,mlperf_nmt_batch_8_73db5370d2f1e221,mlperf,817,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_8_773bf0f49458ad1,mlperf,310,55,54,0.9818181818181818
tile:xla,train,mlperf_nmt_batch_8_774f951016da1797,mlperf,62,29,31,1.0689655172413792
tile:xla,train,mlperf_nmt_batch_8_7815c7a55300c844,mlperf,679,21,21,1.0
tile:xla,train,mlperf_nmt_batch_8_79976f20b672c782,mlperf,62,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_8_7ba450f5cc95c0c2,mlperf,346,9,8,0.8888888888888888
tile:xla,train,mlperf_nmt_batch_8_7cc08f028269e8bf,mlperf,62,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_8_7e66d401b7cbbd1e,mlperf,62,32,34,1.0625
tile:xla,train,mlperf_nmt_batch_8_81bd5f5997257b9,mlperf,608,8,7,0.875
tile:xla,train,mlperf_nmt_batch_8_d06114c3a2337a8,mlperf,62,29,31,1.0689655172413792
tile:xla,train,mlperf_nmt_batch_8_d6b0ec00c1cb2f5,mlperf,622,31,32,1.032258064516129
tile:xla,train,mlperf_nmt_batch_8_ee518ec406de98c,mlperf,622,22,22,1.0
tile:xla,train,mlperf_resnet_-12042d055ff826d4,resnet,55,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_-1624816c06d73c6e,resnet,1119,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_-172f742955c3f64a,resnet,9992,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-1c38eaa8b789150c,resnet,1700,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-1e11244356cdedf0,resnet,1098,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_-204a30f223406ee8,resnet,3563,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_-21868f7abef514b1,resnet,2332,29,28,0.9655172413793104
tile:xla,train,mlperf_resnet_-224cc133a0f71b1f,resnet,950,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_-2327e1c8d666ee45,resnet,3441,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_-234d44eb44ef1ea9,resnet,1893,19,18,0.9473684210526315
tile:xla,train,mlperf_resnet_-25b64e997ec22d6b,resnet,415,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_-2678afb9b4846048,resnet,1206,36,40,1.1111111111111112
tile:xla,train,mlperf_resnet_-2717eea624bb915a,resnet,9989,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_-2932b4458212702,resnet,178,42,41,0.9761904761904762
tile:xla,train,mlperf_resnet_-2a630bb958febf33,resnet,76,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_-2bdae3d7f9b17adb,resnet,1696,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_-2be546a55554ff4,resnet,1625,19,18,0.9473684210526315
tile:xla,train,mlperf_resnet_-3156b1fe89e75803,resnet,4606,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_-39bc7c61b7f349e4,resnet,1893,29,28,0.9655172413793104
tile:xla,train,mlperf_resnet_-3ac665ada2b23ef9,resnet,3297,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-3d13f4b2f1afd37c,resnet,5750,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_-3e9ec0a765651a6d,resnet,9940,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-3fc60b083bb10ca,resnet,5385,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-42194aeeb14ca00e,resnet,3070,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_-4252694f7abb41e0,resnet,1193,19,18,0.9473684210526315
tile:xla,train,mlperf_resnet_-454544fd46a09530,resnet,3857,57,60,1.0526315789473684
tile:xla,train,mlperf_resnet_-458f6ea5404900b8,resnet,5045,34,36,1.0588235294117647
tile:xla,train,mlperf_resnet_-48dc9501b37e19b1,resnet,2589,65,70,1.0769230769230769
tile:xla,train,mlperf_resnet_-4e2ddefa981e33e3,resnet,4749,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_-50c8b8dad94b436e,resnet,1700,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-50e9c03885189fb6,resnet,707,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_-51f44e03e1408f7d,resnet,2164,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_-56a1765338574d48,resnet,5488,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_-570cb25b1639d25,resnet,73,10,9,0.9
tile:xla,train,mlperf_resnet_-5a04e7ab5d5b1980,resnet,5064,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_-5c4742f5c0f4138,resnet,4037,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_-5dd018f3295916a9,resnet,3036,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_-5ebdbc12edbc3fb4,resnet,103,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_-620080406801c6e5,resnet,950,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_-6699c977441c57f7,resnet,9999,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-677aab7b41e7ab45,resnet,85,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_-683a359d073ea1b6,resnet,4388,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_-6cec92687a707908,resnet,1206,25,24,0.96
tile:xla,train,mlperf_resnet_-7006448bf242e9fc,resnet,4785,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_-702ddc03b199b8ea,resnet,711,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_-71877cbbab4e5a51,resnet,5443,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-727867cd22f26b75,resnet,2906,57,60,1.0526315789473684
tile:xla,train,mlperf_resnet_-76c81546efa1ee04,resnet,908,36,35,0.9722222222222222
tile:xla,train,mlperf_resnet_-789e842bd5279479,resnet,1625,29,28,0.9655172413793104
tile:xla,train,mlperf_resnet_-79e431c8e9743334,resnet,756,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_-7a9122362ff76835,resnet,3163,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_-7f60c62a0234a3a3,resnet,9991,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_-7f7a6a701b3c59c2,resnet,115,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_-ccbe1cf11bb9c44,resnet,164,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_-de9c800cdd4a557,resnet,883,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_-ff2ed459b543fc8,resnet,178,42,41,0.9761904761904762
tile:xla,train,mlperf_resnet_12fb4564247ffabc,resnet,3489,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_18baf14d1a25b6b4,resnet,1086,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_1ab3cb9c16657c8e,resnet,1747,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_1ad601c4fc19f557,resnet,1455,65,70,1.0769230769230769
tile:xla,train,mlperf_resnet_20cd20e6265e20f0,resnet,73,10,9,0.9
tile:xla,train,mlperf_resnet_2154dfeb292b93cc,resnet,9934,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_21786a2685d91d45,resnet,76,7,6,0.8571428571428571
tile:xla,train,mlperf_resnet_224a1d375d1ce9ed,resnet,1833,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_234a440a38b49acc,resnet,6254,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_27399ec8cb3546b,resnet,2973,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_28de76f1a1e7e97a,resnet,164,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_2a2ecbf81eed36ea,resnet,208,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_2e60b8e2b614dc02,resnet,9995,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_2ebbe7b09c89823d,resnet,3282,79,88,1.1139240506329113
tile:xla,train,mlperf_resnet_2f1146ab68ae40ed,resnet,950,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_2f543ad90b2cc6f4,resnet,1522,57,60,1.0526315789473684
tile:xla,train,mlperf_resnet_30d8ff48f851080e,resnet,9992,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_3305eddf14d4ff38,resnet,72,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_36f856e2ae38b005,resnet,72,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_376d8ff997ce470a,resnet,9979,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_3aef855168f6e68e,resnet,1967,32,36,1.125
tile:xla,train,mlperf_resnet_3c5567290867fcc7,resnet,3271,64,67,1.046875
tile:xla,train,mlperf_resnet_3c796da482947a09,resnet,3297,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_3cd7d8a2f4469db1,resnet,9946,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_3ed1154bd88c86c,resnet,1122,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_40993f093234d470,resnet,2332,19,18,0.9473684210526315
tile:xla,train,mlperf_resnet_41683265191cec1a,resnet,3345,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_445f3bac5f5a4573,resnet,3375,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_4cc217218e8611f9,resnet,4483,56,59,1.0535714285714286
tile:xla,train,mlperf_resnet_4e56c7349842e4e1,resnet,2962,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_4eb6ce9e3dfcaffa,resnet,676,57,60,1.0526315789473684
tile:xla,train,mlperf_resnet_53c52c84f0a9bbe9,resnet,2823,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_57a11b0a3ecdfd44,resnet,3009,74,81,1.0945945945945945
tile:xla,train,mlperf_resnet_595b3dc0f213ac47,resnet,9990,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_5f8ca27c519a0974,resnet,3290,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_602df55d7e584219,resnet,3290,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_6079adc58214813f,resnet,6995,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_632ddf2f16a37dff,resnet,601,65,70,1.0769230769230769
tile:xla,train,mlperf_resnet_638b874b0c0cc022,resnet,1720,57,60,1.0526315789473684
tile:xla,train,mlperf_resnet_6409712ace37c9e3,resnet,1813,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_69fe35419748fd84,resnet,6579,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_6a4f4d8613978b28,resnet,9985,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_6b545f10990333f6,resnet,2973,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_6bfc86d0f54f78f3,resnet,2962,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_6c24de0c2295cacc,resnet,2949,65,70,1.0769230769230769
tile:xla,train,mlperf_resnet_6c4d04830f769c22,resnet,883,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_6ddf8ef2a656a4de,resnet,1193,29,28,0.9655172413793104
tile:xla,train,mlperf_resnet_6f1b5b0fbe9dbec1,resnet,3116,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_6fd8f55cbcf8805a,resnet,9985,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_7040a755407b2b95,resnet,76,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_7289895687183d67,resnet,178,25,25,1.0
tile:xla,train,mlperf_resnet_78e61fb5ffc3be1e,resnet,33,2,1,0.5
tile:xla,train,mlperf_resnet_7988b9a5e7333fd9,resnet,1969,16,15,0.9375
tile:xla,train,mlperf_resnet_7a439446845d72d9,resnet,1696,47,46,0.9787234042553191
tile:xla,train,mlperf_resnet_7ba660fa440fd201,resnet,2004,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_7c06311e8ca334cb,resnet,9988,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_7d41efc4db92b108,resnet,9990,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_7fddeba133a58c84,resnet,5073,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_a4936c554f394d8,resnet,3837,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_batch_128_1_shard_-10cf3b946bd77c83,resnet,3220,79,88,1.1139240506329113
tile:xla,train,mlperf_resnet_batch_128_1_shard_-116484c42a0558ad,resnet,409,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_batch_128_1_shard_-1231c4e0c6cf2c46,resnet,9931,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_-13f442e130abc97c,resnet,4388,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-151a9b3789f1f2c0,resnet,2949,74,81,1.0945945945945945
tile:xla,train,mlperf_resnet_batch_128_1_shard_-155e3ab08205c796,resnet,9984,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-1624816c06d73c6e,resnet,1119,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_-172f742955c3f64a,resnet,9990,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-1c38eaa8b789150c,resnet,1700,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-204a30f223406ee8,resnet,3563,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_-21868f7abef514b1,resnet,1866,29,28,0.9655172413793104
tile:xla,train,mlperf_resnet_batch_128_1_shard_-234d44eb44ef1ea9,resnet,1893,19,18,0.9473684210526315
tile:xla,train,mlperf_resnet_batch_128_1_shard_-23e097fc0d5cc66f,resnet,2004,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-254a7523bfc5fb1b,resnet,3250,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-25b64e997ec22d6b,resnet,415,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_batch_128_1_shard_-2678afb9b4846048,resnet,1206,36,40,1.1111111111111112
tile:xla,train,mlperf_resnet_batch_128_1_shard_-2a630bb958febf33,resnet,76,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_batch_128_1_shard_-2be546a55554ff4,resnet,1625,19,18,0.9473684210526315
tile:xla,train,mlperf_resnet_batch_128_1_shard_-2d54ae2a971b52f8,resnet,161,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_batch_128_1_shard_-3156b1fe89e75803,resnet,4606,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_-3697f58f92da3183,resnet,3837,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-395c758da4cfdf6b,resnet,1747,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-39bc7c61b7f349e4,resnet,1893,29,28,0.9655172413793104
tile:xla,train,mlperf_resnet_batch_128_1_shard_-3d13f4b2f1afd37c,resnet,5750,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_-3e9ec0a765651a6d,resnet,9937,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-3fc60b083bb10ca,resnet,5385,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-42194aeeb14ca00e,resnet,3070,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_-4252694f7abb41e0,resnet,1193,19,18,0.9473684210526315
tile:xla,train,mlperf_resnet_batch_128_1_shard_-454544fd46a09530,resnet,3857,57,60,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_-458f6ea5404900b8,resnet,5045,34,36,1.0588235294117647
tile:xla,train,mlperf_resnet_batch_128_1_shard_-48dc9501b37e19b1,resnet,2589,65,70,1.0769230769230769
tile:xla,train,mlperf_resnet_batch_128_1_shard_-4ba1aa01377930eb,resnet,2854,65,70,1.0769230769230769
tile:xla,train,mlperf_resnet_batch_128_1_shard_-505b55cc99f67c56,resnet,1696,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-50c8b8dad94b436e,resnet,1700,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-50e9c03885189fb6,resnet,707,33,32,0.9696969696969697
tile:xla,train,mlperf_resnet_batch_128_1_shard_-51f44e03e1408f7d,resnet,2164,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_-52fc45331eeb06d,resnet,950,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-593ca044b256efd4,resnet,3290,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-5a04e7ab5d5b1980,resnet,5064,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_-5c4742f5c0f4138,resnet,4037,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_-5ebdbc12edbc3fb4,resnet,103,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_batch_128_1_shard_-60c55e7ab5893735,resnet,6254,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-63943c07cc92161,resnet,9997,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-6501aa3cd99c72e,resnet,9991,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-6502d14de6091e76,resnet,178,50,50,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-677aab7b41e7ab45,resnet,85,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_batch_128_1_shard_-681d69c3df4a9439,resnet,2823,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-68a7bde56afaf8f0,resnet,711,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-6980303faa2695a,resnet,102,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_batch_128_1_shard_-69eb4980d507a532,resnet,4785,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-6c76f68584194e7e,resnet,177,42,41,0.9761904761904762
tile:xla,train,mlperf_resnet_batch_128_1_shard_-6cec92687a707908,resnet,1206,25,24,0.96
tile:xla,train,mlperf_resnet_batch_128_1_shard_-71877cbbab4e5a51,resnet,5443,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_-727867cd22f26b75,resnet,2906,57,60,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_-76c81546efa1ee04,resnet,908,36,35,0.9722222222222222
tile:xla,train,mlperf_resnet_batch_128_1_shard_-789e842bd5279479,resnet,1625,29,28,0.9655172413793104
tile:xla,train,mlperf_resnet_batch_128_1_shard_-799e50e1841ed69a,resnet,3036,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-79e431c8e9743334,resnet,756,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_-7a9122362ff76835,resnet,3163,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_-7d7a77699afcaa5a,resnet,9992,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_-7d7ef3bc7ca3d784,resnet,115,2,1,0.5
tile:xla,train,mlperf_resnet_batch_128_1_shard_-7d8cf399ce5f660d,resnet,1098,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_-7f60c62a0234a3a3,resnet,9991,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_-7f7a6a701b3c59c2,resnet,115,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_batch_128_1_shard_-ccbe1cf11bb9c44,resnet,164,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_batch_128_1_shard_-de9c800cdd4a557,resnet,883,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_18baf14d1a25b6b4,resnet,1086,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_19491d71e58e0c7d,resnet,5488,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_1ad601c4fc19f557,resnet,1455,65,70,1.0769230769230769
tile:xla,train,mlperf_resnet_batch_128_1_shard_221523960db7c928,resnet,4749,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_224a1d375d1ce9ed,resnet,1833,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_25a3dfbede580b91,resnet,177,25,25,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_268001098c1af065,resnet,2973,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_28de76f1a1e7e97a,resnet,164,9,8,0.8888888888888888
tile:xla,train,mlperf_resnet_batch_128_1_shard_2a2ecbf81eed36ea,resnet,208,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_batch_128_1_shard_2bbf93b8a9741d30,resnet,2973,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_2f543ad90b2cc6f4,resnet,1522,57,60,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_30b26a8bbd5d8d74,resnet,9990,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_31640c5f873778a3,resnet,114,28,30,1.0714285714285714
tile:xla,train,mlperf_resnet_batch_128_1_shard_31aa0798ee8276a3,resnet,1696,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_35a717f460350983,resnet,9987,55,55,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_376d8ff997ce470a,resnet,9990,62,67,1.0806451612903225
tile:xla,train,mlperf_resnet_batch_128_1_shard_380716d2616ddb19,resnet,3345,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_3aef855168f6e68e,resnet,1967,32,36,1.125
tile:xla,train,mlperf_resnet_batch_128_1_shard_3b375a4bc88e52b1,resnet,3449,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_3b668d0f8ab8d833,resnet,950,41,41,1.0
tile:xla,train,mlperf_resnet_batch_128_1_shard_3cd7d8a2f4469db1,resnet,9943,38,40,1.0526315789473684
tile:xla,train,mlperf_resnet_batch_128_1_shard_3ed1154bd88c86c,resnet,1122,24,26,1.0833333333333333
tile:xla,train,mlperf_resnet_batch_128_1_shard_40993f093234d470,resnet,1866,19,18,0.9473684210526315
tile:xla,train,mlperf_resnet_batch_128_1_shard_48897b964c63c0e9,resnet,3375,41,41,1.0
